id,Tên địa điểm,Mô tả,Tỉnh thành,Thể loại,Link google map,ID Ảnh URL địa điểm,
782,Động Am Tiên,"Động có hình giống miệng con rồng, với nhiều nhũ đá độc đáo và khung cảnh huyền bí.",Ninh Bình,"Động, Thiên nhiên​, Đi xe đạp tham quan​, Thiên nhiên, Điểm ngắm cảnh tự nhiên.","https://www.google.com/maps/place/%C4%90%E1%BB%99ng+Am+Ti%C3%AAn/@20.282708,105.9122146,14z/data=!3m1!4b1!4m6!3m5!1s0x31367972ba70cd55:0xa97747eee720f22a!8m2!3d20.2827083!4d105.9122146!16s%2Fg%2F122l3kb9?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1LJr48WdADxkw9R7Aj2ULVEeqXS2hAz-x,
783,Công viên Yên Sở,"Công viên Yên Sở là công viên đô thị lớn nhất Hà Nội, nổi bật với không gian xanh rộng lớn, hồ nước tự nhiên trong lành và hệ thống cảnh quan được thiết kế hài hòa. Đây là điểm đến lý tưởng cho các hoạt động ngoài trời như picnic, cắm trại, đạp xe, chèo thuyền, và tản bộ thư giãn. Với khung cảnh thiên nhiên thơ mộng, các khu vườn nghệ thuật, nhà triển lãm văn hóa và nhiều công trình kiến trúc độc đáo, công viên Yên Sở thu hút đông đảo du khách và người dân thủ đô đến vui chơi, chụp ảnh, nghỉ ngơi cuối tuần.",Hà Nội,"Công viên, Hồ, Điểm ngắm cảnh tự nhiên, Đi xe đạp tham quan, Picnic, Điểm chụp ảnh đẹp","https://www.google.com/maps/place/C%C3%B4ng+vi%C3%AAn+Y%C3%AAn+S%E1%BB%9F/@21.0149812,105.8128831,12.75z/data=!4m9!1m2!2m1!1zLA!3m5!1s0x3135ac34ca0c7c45:0xf9c593f4397d0470!8m2!3d20.9641782!4d105.8546853!16s%2Fg%2F1hhgp0lbp?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1hbxxR1WhGO7LwjcTtjr3khSnHM20MCHf,
784,Công viên Hồ Thiên Nga,"Công viên Hồ Thiên Nga nằm trong khu đô thị Gamuda Gardens, nổi bật với hồ nước rộng lớn, đàn thiên nga trắng đen bơi lội và không gian xanh mát, thanh bình. Đây là địa điểm lý tưởng để dạo chơi, chụp ảnh, đi bộ, đạp xe và tận hưởng không khí trong lành giữa lòng thành phố. Bên cạnh đó, công viên còn có các khu vui chơi cho trẻ em, bãi cỏ rộng để tổ chức picnic, cắm trại nhẹ nhàng và nhiều góc cảnh quan đẹp mắt phục vụ nhu cầu tham quan, thư giãn cuối tuần.",Hà Nội,"Công viên, Hồ, Điểm ngắm cảnh tự nhiên, Đi bộ đường dài, Đi xe đạp tham quan, Picnic","https://www.google.com/maps/place/C%C3%B4ng+Vi%C3%AAn+H%E1%BB%93+Thi%C3%AAn+Nga/@20.9673126,105.9082914,15z/data=!4m6!3m5!1s0x3135afaa902d4185:0xe038128bb997cc74!8m2!3d20.9578837!4d105.9284121!16s%2Fg%2F11k3t55ygf?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1A0o8ynfdpm719i_gvlYib4XtABWTsDlb,
785,Vườn Thú Hà Nội,"Vườn Thú Hà Nội (hay còn gọi là Công viên Thủ Lệ) là một trong những vườn thú lớn nhất tại Việt Nam, tọa lạc ngay trung tâm thành phố Hà Nội. Với diện tích rộng rãi, không gian xanh mát cùng hồ nước tự nhiên, nơi đây nuôi dưỡng hàng trăm loài động vật quý hiếm trong môi trường gần gũi với thiên nhiên. Vườn Thú Hà Nội không chỉ là điểm đến vui chơi, giải trí cho gia đình và trẻ nhỏ, mà còn là nơi giáo dục sinh học trực quan lý tưởng. Du khách có thể tản bộ dưới những tán cây xanh mát, tham gia các hoạt động ngoài trời và khám phá thế giới động vật phong phú.",Hà Nội,"Công viên, Điểm ngắm cảnh tự nhiên, Khu vui chơi","https://www.google.com/maps/place/V%C6%B0%E1%BB%9Dn+Th%C3%BA+H%C3%A0+N%E1%BB%99i/@21.0305735,105.7565129,12z/data=!4m6!3m5!1s0x3135ab6a6de9738b:0xdc2851012dc3be70!8m2!3d21.0305802!4d105.8055016!16s%2Fg%2F11r80q0w2?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",12kP85sfVrvZsY09_r0Ftuua4BP5lCkYW,
786,Khuê Văn Các,"Khuê Văn Các nằm trong khuôn viên Văn Miếu - Quốc Tử Giám, là biểu tượng văn hóa và trí tuệ của Thăng Long - Hà Nội. Được xây dựng từ năm 1805, Khuê Văn Các mang kiến trúc độc đáo với hình dáng một lầu vuông, mái hai tầng chồng lên nhau, bốn mặt là những ô cửa hình tròn tượng trưng cho sự tỏa sáng của sao Khuê - ngôi sao biểu tượng cho sự học hành, văn chương. Đây không chỉ là một công trình kiến trúc lịch sử đặc sắc, mà còn là điểm đến không thể thiếu với du khách yêu thích khám phá lịch sử và văn hóa Việt Nam.",Hà Nội,"Di tích lịch sử, Công trình kiến trúc","https://www.google.com/maps/place/Khu%C3%AA+V%C4%83n+C%C3%A1c/@21.0285785,105.8332729,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab9924f824ab:0x26c267df62f92548!8m2!3d21.0285785!4d105.8358425!16s%2Fg%2F11cn3kgfv5?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1prj84iiVPpcr1oR9Z_WO3GQlyf41ZQ7I,
787,Nhà sàn Bác Hồ,"Nhà sàn Bác Hồ nằm trong khu di tích Phủ Chủ tịch, là nơi Chủ tịch Hồ Chí Minh từng sống và làm việc từ năm 1958 đến năm 1969. Ngôi nhà sàn giản dị, mộc mạc với kiến trúc đậm nét dân tộc thể hiện rõ phong cách sống khiêm tốn và gần gũi với thiên nhiên của Người. Bao quanh là khu vườn xanh mát, ao cá và hàng cây cổ thụ, Nhà sàn Bác Hồ không chỉ là địa danh lịch sử thiêng liêng mà còn là nơi để người dân và du khách tìm hiểu thêm về cuộc đời, tư tưởng và phong cách sống của vị lãnh tụ kính yêu.",Hà Nội,"Di tích lịch sử, Địa điểm nổi tiếng, Công trình kiến trúc","https://www.google.com/maps/place/Nh%C3%A0+s%C3%A0n+B%C3%A1c+H%E1%BB%93/@21.0381582,105.8306009,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aba6cb40909b:0x15d0fe7c07f55c3b!8m2!3d21.0381582!4d105.8331705!16s%2Fg%2F12xq69yv7?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1xqE-yjPcZ6-ru_owqhYDQ_WoKHc-9WuL,
788,Đền Vua Cha Bát Hải,"Đền Vua Cha Bát Hải, còn được biết đến là Đền Bát Hải, là nơi thờ Đức Vua Cha Bát Hải Động Đình – một trong những vị thần linh thiêng trong tín ngưỡng dân gian Việt Nam. Ngôi đền có kiến trúc cổ kính với nhiều chi tiết chạm khắc tinh xảo, mang đậm phong cách truyền thống. Đây không chỉ là địa điểm tâm linh thu hút người dân và du khách thập phương đến chiêm bái, cầu bình an mà còn là nơi tổ chức nhiều lễ hội đặc sắc, giàu bản sắc văn hóa dân tộc.",Hà Nội,"Đền, Di tích lịch sử, Lễ hội địa phương","https://www.google.com/maps/place/%C4%90%E1%BB%81n+Vua+Cha+B%C3%A1t+H%E1%BA%A3i/@21.0657665,105.8442627,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab91373829b5:0x570b3476868e3a3a!8m2!3d21.0657665!4d105.8468323!16s%2Fg%2F11rv2vzk7m?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1VVMFZbA8HJhlUW6qX0HWkXmrABGG2tLK,
789,Thung lũng hoa Hồ Tây,"Thung lũng hoa Hồ Tây là một điểm đến nổi bật cho những ai yêu thích thiên nhiên và nghệ thuật chụp ảnh. Với hàng trăm loài hoa rực rỡ đua nở quanh năm, nơi đây mang đến không gian ngập tràn sắc màu, thơ mộng giữa lòng thủ đô. Các tiểu cảnh đẹp mắt, lối đi rợp bóng hoa và khung cảnh hữu tình biến nơi này thành địa điểm lý tưởng cho những buổi dã ngoại, picnic hoặc lưu giữ những bức ảnh kỷ niệm tuyệt đẹp.",Hà Nội,"Thiên nhiên, Công viên, Điểm chụp ảnh đẹp","https://www.google.com/maps/place/Thung+lu%CC%83ng+hoa+h%C3%B4%CC%80+T%C3%A2y/@21.0742133,105.817176,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aaf187a14047:0x668363dae64c6eda!8m2!3d21.0742133!4d105.8197456!16s%2Fg%2F11cm3y51s8?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1GJC-i3Re_3oA02RoFCyJUmpBQww2HNyX,
790,Bảo tàng Đại tướng Nguyễn Chí Thanh,"Bảo tàng Đại tướng Nguyễn Chí Thanh là nơi lưu giữ và giới thiệu cuộc đời, sự nghiệp của một trong những vị tướng tài ba của Việt Nam. Không gian trưng bày tại bảo tàng tái hiện sinh động những dấu mốc lịch sử quan trọng, những kỷ vật gắn liền với cuộc đời chiến đấu và cống hiến của Đại tướng. Đây là địa chỉ giáo dục truyền thống yêu nước và lòng tự hào dân tộc dành cho khách tham quan.",Hà Nội,"Di tích lịch sử, Bảo tàng","https://www.google.com/maps/place/B%E1%BA%A3o+t%C3%A0ng+%C4%90%E1%BA%A1i+t%C6%B0%E1%BB%9Bng+Nguy%E1%BB%85n+Ch%C3%AD+Thanh/@21.0846892,105.7691118,17z/data=!3m1!4b1!4m6!3m5!1s0x313455f1d19b9dbb:0xd0eee37991b8f480!8m2!3d21.0846892!4d105.7716814!16s%2Fg%2F11v5xy4z5x?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1FF3fXzUfADwv22H2ix8Yk0EKvKn8x-8v,
791,Đền Quán Thánh,"Đền Quán Thánh, nằm bên hồ Tây, là một trong Tứ Trấn linh thiêng bảo vệ kinh thành Thăng Long xưa. Được xây dựng từ thế kỷ XI dưới triều vua Lý Thái Tổ, đền thờ thần Huyền Thiên Trấn Vũ với pho tượng đồng đen nổi tiếng. Với kiến trúc cổ kính cùng giá trị tâm linh sâu sắc, Đền Quán Thánh là điểm đến không thể bỏ qua cho những ai yêu thích khám phá văn hóa và lịch sử Hà Nội.",Hà Nội,"Di tích lịch sử, Đền, Công trình kiến trúc","https://www.google.com/maps/place/%C4%90%C3%AA%CC%80n+Qua%CC%81n+Tha%CC%81nh/@21.0430175,105.8339766,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aba58b5921c3:0x31329cb3632aabef!8m2!3d21.0430175!4d105.8365462!16s%2Fm%2F09gnzj1?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",182Zxub0JgvtCsSm3AW9GEUDiZlseuU7J,
792,Bảo tàng Hồ Chí Minh,"Bảo tàng Hồ Chí Minh, tọa lạc tại số 19 Ngọc Hà, Ba Đình, Hà Nội, là nơi lưu giữ và trưng bày những hiện vật, tư liệu quý giá về cuộc đời, sự nghiệp và tư tưởng của Chủ tịch Hồ Chí Minh. Với kiến trúc độc đáo cùng nội dung trưng bày phong phú, bảo tàng không chỉ là điểm đến giáo dục lịch sử mà còn là nơi thu hút đông đảo du khách trong và ngoài nước đến tham quan và tìm hiểu về vị lãnh tụ kính yêu của dân tộc Việt Nam.",Hà Nội,"Di tích lịch sử, Địa điểm nổi tiếng, Công trình kiến trúc, Bảo tàng","https://www.google.com/maps/place/B%E1%BA%A3o+t%C3%A0ng+H%E1%BB%93+Ch%C3%AD+Minh/@21.0355961,105.8300375,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aba02e1deb6f:0x949d893f040b49d1!8m2!3d21.0355961!4d105.8326071!16s%2Fm%2F03m5z77?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1XEw_Ogl1q5tXAErgGQORzEES_82miZZK,
793,Con Đường Gốm Sứ,"Con Đường Gốm Sứ Hà Nội là một trong những địa điểm đặc biệt, nổi bật với những bức tranh gốm sứ nghệ thuật vẽ về các chủ đề lịch sử, văn hóa và thiên nhiên của đất nước. Được trang trí dài hơn 4km, đường gốm sứ không chỉ là một công trình nghệ thuật mà còn là một biểu tượng của thủ đô, thu hút đông đảo du khách đến tham quan và chiêm ngưỡng.",Hà Nội,"Danh lam thắng cảnh, Công trình kiến trúc, Điểm chụp ảnh đẹp","https://www.google.com/maps/place/Con+%C4%90%C6%B0%E1%BB%9Dng+G%E1%BB%91m+S%E1%BB%A9/@21.0300768,105.8548965,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abc1db7e4323:0x663e821278615f8f!8m2!3d21.0300768!4d105.8574661!16s%2Fm%2F0dd8sy6?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1H2k7te5ob0qutrWUJ2JjvoSDvjkS7NpX,
794,Vườn hoa Lý Thái Tổ,"Vườn hoa Lý Thái Tổ là một khu vực xanh đẹp mắt nằm gần hồ Hoàn Kiếm, nổi bật với những loài hoa sắc màu và cảnh quan thanh bình. Nơi đây không chỉ là một địa điểm lý tưởng để thư giãn mà còn là một phần quan trọng trong không gian văn hóa và lịch sử của thủ đô Hà Nội.",Hà Nội,"Công viên, Điểm chụp ảnh đẹp","https://www.google.com/maps/place/V%C6%B0%E1%BB%9Dn+hoa+L%C3%BD+Th%C3%A1i+T%E1%BB%95/@21.0274403,105.8521362,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abeafd0fd4e3:0xdd0c54a181af147b!8m2!3d21.0274353!4d105.8547058!16s%2Fg%2F1tk4nmxj?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1VNFiyEJZelI1UB3ag2NpV-iJHsMz0t1a,
795,Phố đi bộ Tam Bạc,"Phố đi bộ Tam Bạc là một địa điểm nổi bật ở Hải Phòng, nơi du khách có thể thưởng thức không gian văn hóa, mua sắm, và ẩm thực đa dạng. Phố đi bộ này còn được biết đến với không khí nhộn nhịp vào cuối tuần, khi các hoạt động ngoài trời và các sự kiện văn hóa diễn ra sôi động.",Hải Phòng,"Phố đi bộ, Phố ẩm thực","https://www.google.com/maps/place/Ph%E1%BB%91+%C4%91i+b%E1%BB%99+Tam+B%E1%BA%A1c/@20.8578955,106.6750193,17z/data=!3m1!4b1!4m6!3m5!1s0x314a7b2a556faa9b:0x2609314dc32e07b2!8m2!3d20.8578905!4d106.6775889!16s%2Fg%2F11rgpqhd41?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1yh_6GIriZG6pJ4yAH7KrCNjMpstATfyY,
796,Quảng Trường Châu Âu,"Quảng Trường Châu Âu là một công trình kiến trúc hiện đại ở Hải Phòng, nổi bật với không gian rộng rãi, thoáng đãng và các công trình tượng đài, tạo nên một điểm nhấn độc đáo cho thành phố. Đây là nơi diễn ra các sự kiện văn hóa, lễ hội và các hoạt động ngoài trời thu hút nhiều du khách và người dân địa phương.",Hải Phòng,"Công trình kiến trúc, Tượng đài, Điểm chụp ảnh đẹp","https://www.google.com/maps/place/Qu%E1%BA%A3ng+Tr%C6%B0%E1%BB%9Dng+Ch%C3%A2u+%C3%82u/@20.8652221,106.72625,17z/data=!3m1!4b1!4m6!3m5!1s0x314a6500671967cb:0xc5f9bcac7eafa099!8m2!3d20.8652221!4d106.7288196!16s%2Fg%2F11y46s2gs3?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1y7AUyWlxff5JWu4-X2ssI7k7Dc7qG1SQ,
797,Đảo Khỉ Hải Phòng,"Đảo Khỉ Hải Phòng, nằm trong vịnh Lan Hạ, là một địa điểm du lịch nổi bật với hệ sinh thái phong phú và những bãi biển hoang sơ. Đặc biệt, nơi đây còn nổi tiếng với những đàn khỉ hoang dã sinh sống, tạo nên một không gian tự nhiên hấp dẫn cho du khách thích khám phá động vật và thiên nhiên.",Hải Phòng,"Thiên nhiên, Biển, Điểm ngắm cảnh tự nhiên","https://www.google.com/maps/place/%C4%90%E1%BA%A3o+Kh%E1%BB%89/@20.7310067,107.0588793,14z/data=!3m1!4b1!4m6!3m5!1s0x314a45966eb048ab:0xd7fdfb26969cd58c!8m2!3d20.7310083!4d107.079436!16s%2Fg%2F11dzvt87vz?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1M12c0vWt58CSu7hde1k1GLfKUtKQ0olP,
798,Bãi tắm Vạn Bội,"Bãi tắm Vạn Bội là một bãi biển tuyệt đẹp ở Hải Phòng, nổi bật với cát trắng mịn màng và nước biển trong xanh. Đây là một điểm đến lý tưởng cho những ai yêu thích nghỉ dưỡng và các hoạt động ngoài trời như tắm biển, cắm trại hay dạo chơi ven biển.",Hải Phòng,"Biển, Điểm ngắm cảnh tự nhiên","https://www.google.com/maps/place/B%C3%A3i+t%E1%BA%AFm+V%E1%BA%A1n+B%E1%BB%99i/@20.7603315,107.0710554,17z/data=!3m1!4b1!4m6!3m5!1s0x314a457f50afd583:0x2665ab7d353eefdd!8m2!3d20.7603315!4d107.073625!16s%2Fg%2F11f61gkrtw?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",17UTyWqqklkpOkUpd3hk0jgPjz3LbNVrl,
799,Bãi tắm Tùng Thu,"Bãi tắm Tùng Thu là một bãi biển nổi tiếng ở Hải Phòng, nổi bật với không gian yên bình và nước biển trong xanh. Nơi đây thích hợp cho những chuyến dã ngoại, thư giãn, tắm biển và thưởng thức không khí trong lành của thiên nhiên.",Hải Phòng,"Biển, Điểm ngắm cảnh tự nhiên","https://www.google.com/maps/place/B%C3%A3i+t%E1%BA%AFm+T%C3%B9ng+Thu/@20.7306032,107.0371458,17z/data=!3m1!4b1!4m6!3m5!1s0x314a45f5434e1057:0xd49aaaa4f23009b9!8m2!3d20.7306032!4d107.0397154!16s%2Fg%2F11pdwb1spq?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1XYRepN7MFQIFny-oxDStJCoCpw7-Icyl,
800,Đền Mõ,"Đền Mõ là một trong những ngôi đền cổ kính nổi tiếng của Hải Phòng, gắn liền với truyền thuyết và tín ngưỡng dân gian địa phương. Với kiến trúc truyền thống và không gian linh thiêng, đền là nơi thu hút đông đảo du khách và người dân đến tham quan, chiêm bái.",Hải Phòng,"Đền, Di tích lịch sử","https://www.google.com/maps/place/%C4%90%E1%BB%81n+M%C3%B5/@20.736287,106.6302094,17z/data=!3m1!4b1!4m6!3m5!1s0x314a73f9c8050131:0x1770ccf812628819!8m2!3d20.736287!4d106.632779!16s%2Fg%2F11c1s2prd0?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1BdxMERjo5FYCJECxAZTbBy9ABHeRrJAp,
801,Chùa Thắng Phúc,"Chùa Thắng Phúc là một trong những ngôi chùa lớn và cổ kính bậc nhất Hải Phòng, nổi tiếng với kiến trúc truyền thống đặc sắc và không gian thanh tịnh. Chùa không chỉ là điểm đến tâm linh mà còn là nơi lưu giữ nhiều giá trị lịch sử, văn hóa đặc sắc, thu hút đông đảo du khách và Phật tử đến tham quan, chiêm bái.",Hải Phòng,"Chùa, Di tích lịch sử, Công trình kiến trúc","https://www.google.com/maps/place/Ch%C3%B9a+Th%E1%BA%AFng+Ph%C3%BAc/@20.6973721,106.6188243,17z/data=!3m1!4b1!4m6!3m5!1s0x314a7486ea3519c1:0x7c08d4cfddc4c60f!8m2!3d20.6973721!4d106.6213939!16s%2Fg%2F1tpn00zc?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1wPXZcBMVvvNo2cs-yCZhO0WF2Qo47-np,
802,Giáo Xứ Đông Xuyên,"Giáo Xứ Đông Xuyên là một nhà thờ nổi tiếng tại Hải Phòng, với lối kiến trúc đẹp mắt và không gian yên bình, trở thành điểm đến tôn giáo quan trọng cho cộng đồng Công giáo trong khu vực. Nơi đây cũng thu hút nhiều du khách đến tham quan, tìm hiểu về văn hóa và kiến trúc tôn giáo đặc sắc.",Hải Phòng,"Nhà thờ, Công trình kiến trúc","https://www.google.com/maps/place/Gi%C3%A1o+X%E1%BB%A9+%C4%90%C3%B4ng+Xuy%C3%AAn/@20.6856039,106.5591643,17z/data=!3m1!4b1!4m6!3m5!1s0x314a751592f76ec5:0x91e2da91b9601fce!8m2!3d20.6856039!4d106.5617339!16s%2Fg%2F11g8wppjrm?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",159U9sfCfKt8rBGTiC-3EwR0WKJYGt_I-,
803,Núi Bài Thơ,"Núi Bài Thơ nằm ngay trung tâm thành phố Hạ Long, là một ngọn núi đá vôi nổi tiếng với cảnh quan hùng vĩ và thơ mộng. Đỉnh núi là điểm lý tưởng để ngắm toàn cảnh Vịnh Hạ Long từ trên cao. Ngoài ra, nơi đây còn lưu giữ nhiều bài thơ khắc trên vách đá, tạo nên giá trị văn hóa, lịch sử đặc sắc cho địa danh này.",Quảng Ninh,"Danh lam thắng cảnh, Núi, Điểm ngắm cảnh tự nhiên, Đi bộ đường dài","https://www.google.com/maps/search/N%C3%BAi+B%C3%A0i+Th%C6%A1/@20.9475153,107.0728986,16z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",16rqfyALMJYRQhYGRh52mHC_5Shd6K_Hq,
804,Danh thắng Yên Tử,"Danh thắng Yên Tử là một quần thể núi non, chùa chiền linh thiêng nằm tại thành phố Uông Bí, Quảng Ninh. Được xem là cái nôi của Phật giáo Trúc Lâm Việt Nam, Yên Tử nổi tiếng với cảnh quan thiên nhiên hùng vĩ, những công trình kiến trúc cổ kính và bề dày lịch sử, văn hóa sâu sắc. Đây là điểm hành hương quan trọng và cũng là điểm du lịch hấp dẫn, thu hút đông đảo du khách trong và ngoài nước.",Quảng Ninh,"Danh lam thắng cảnh, Di tích lịch sử, Núi, Đồi, Chùa","https://www.google.com/maps/place/Danh+Th%E1%BA%AFng+Y%C3%AAn+T%E1%BB%AD/@21.1605827,106.7127332,17z/data=!3m1!4b1!4m6!3m5!1s0x314a85887c50b6f1:0xc0e5ab824f6438c7!8m2!3d21.1605827!4d106.7153028!16s%2Fg%2F1hm3d121_?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1rH2amICcYciz4_UNItB_3YNGw4zvtuC3,
805,Hải đăng Bãi Cháy,"Hải đăng Bãi Cháy nằm gần khu du lịch Bãi Cháy nổi tiếng của thành phố Hạ Long, Quảng Ninh. Đây là một công trình kiến trúc đặc sắc, không chỉ giữ vai trò quan trọng trong việc chỉ dẫn tàu thuyền mà còn là điểm tham quan yêu thích của du khách. Với vị trí cao và thoáng đãng, từ hải đăng, du khách có thể ngắm trọn vẹn vẻ đẹp của vịnh Hạ Long và vùng biển xanh ngắt, đặc biệt vào lúc hoàng hôn.",Quảng Ninh,"Công trình kiến trúc, Biển, Điểm ngắm cảnh tự nhiên","https://www.google.com/maps/place/H%E1%BA%A3i+%C4%91%C4%83ng+B%C3%A3i+Ch%C3%A1y/@20.9585189,107.0576306,17z/data=!3m1!4b1!4m6!3m5!1s0x314a58674be1238b:0x3d553ad0e5552090!8m2!3d20.9585189!4d107.0602002!16s%2Fg%2F11bw6627kb?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1K2jRaVESghUpEHgCJ9n3PJuUzUC7oWu0,
806,Bãi tắm Hòn Gai,"Bãi tắm Hòn Gai là một điểm đến mới nổi tại thành phố Hạ Long, Quảng Ninh, thu hút đông đảo du khách và người dân địa phương. Với bờ cát trắng mịn, nước biển trong xanh và không gian thoáng đãng, nơi đây là địa điểm lý tưởng để tắm biển, thư giãn, ngắm cảnh hoặc tham gia các hoạt động vui chơi ngoài trời. Bãi tắm Hòn Gai còn thuận tiện cho việc đi bộ dọc bờ biển và thưởng thức vẻ đẹp thiên nhiên hùng vĩ của vịnh Hạ Long.",Quảng Ninh,"Biển, Điểm ngắm cảnh tự nhiên","https://www.google.com/maps/place/B%C3%A3i+t%E1%BA%AFm+H%C3%B2n+Gai/@20.9391989,107.1243327,15.75z/data=!4m6!3m5!1s0x314a57561aa2df77:0xe8e2a786ad283778!8m2!3d20.9367127!4d107.1288174!16s%2Fg%2F11px7s2t36?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1C0hsgqoERvZFi0A8K0agYLVgK-TMEQau,
807,Bảo tàng Bắc Ninh,"Bảo tàng Bắc Ninh là nơi lưu giữ và trưng bày nhiều hiện vật, tài liệu quý giá phản ánh bề dày lịch sử, văn hóa của vùng đất Kinh Bắc. Đến đây, du khách có thể tìm hiểu sâu sắc về truyền thống văn hóa lâu đời, các di tích lịch sử, phong tục tập quán, cùng những giá trị đặc sắc của dân ca quan họ và nghề thủ công truyền thống. Bảo tàng là điểm đến lý tưởng cho những ai yêu thích khám phá lịch sử và văn hóa dân tộc.",Bắc Ninh,"Bảo tàng, Phòng triển lãm","https://www.google.com/maps/place/B%E1%BA%A3o+t%C3%A0ng+B%E1%BA%AFc+Ninh/@21.1841811,106.0722213,17z/data=!3m1!4b1!4m6!3m5!1s0x31350c1aa1f69db7:0x18777f4d0e185716!8m2!3d21.1841811!4d106.0747909!16s%2Fg%2F1tfm8q0v?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1DEeYw6rXrgkAg3Ry2cQ2bm-44Ghl8dKZ,
808,Chùa Phật Tích,"Chùa Phật Tích, tọa lạc trên sườn núi Lạn Kha thuộc huyện Tiên Du, tỉnh Bắc Ninh, là một trong những ngôi chùa cổ nổi tiếng nhất Việt Nam. Với lịch sử lâu đời từ thế kỷ XI dưới triều Lý, chùa lưu giữ nhiều giá trị kiến trúc, điêu khắc độc đáo và là nơi đặt pho tượng Phật A Di Đà bằng đá lớn nhất còn lại từ thời Lý. Không chỉ là điểm hành hương linh thiêng, Chùa Phật Tích còn là điểm tham quan hấp dẫn nhờ không gian thanh tịnh và phong cảnh hữu tình.",Bắc Ninh,"Chùa, Địa điểm tham quan miễn phí","https://www.google.com/maps/place/Ch%C3%B9a+Ph%E1%BA%ADt+T%C3%ADch/@21.0938278,106.0235411,17z/data=!3m1!4b1!4m6!3m5!1s0x31350993e1e8f201:0x1699f86afdf6e515!8m2!3d21.0938278!4d106.0261107!16s%2Fm%2F063zm07?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",1gQgIcpryXYa35IHFAQVdpTwZ5-7aRs_W,
